customer_id,scenario,arrival_clock,arrival_hour,items,order_queue_wait_seconds,ordering_time_seconds,kitchen_queue_wait_seconds,food_prep_time_seconds,queue_wait_seconds,total_time_seconds,completion_clock
366,Self-Order Terminal (SOT),16:33:34,16.56,4,0.0,110.93235660498827,0.0,159.97903228112187,0.0,270.9113888861102,16:38:05
367,Self-Order Terminal (SOT),16:34:36,16.58,5,0.0,126.21987229968269,0.0,126.79402931610274,0.0,253.01390161578456,16:38:49
368,Self-Order Terminal (SOT),16:35:26,16.59,3,0.0,108.5726551403037,0.0,79.64236397084917,0.0,188.21501911115774,16:38:34
369,Self-Order Terminal (SOT),16:36:21,16.61,2,0.0,65.33719395961855,38.669932351047464,83.23518234178597,38.669932351047464,187.24230865245045,16:39:28
370,Self-Order Terminal (SOT),16:37:28,16.62,2,0.0,88.16926956065498,0.0,59.28870433873775,0.0,147.45797389939253,16:39:56
371,Self-Order Terminal (SOT),16:38:06,16.64,3,0.0,82.35789305972419,0.0,86.79632104454842,0.0,169.15421410426643,16:40:56
372,Self-Order Terminal (SOT),16:40:41,16.68,4,0.0,102.70136352316824,0.0,88.88475791313257,0.0,191.58612143630307,16:43:52
373,Self-Order Terminal (SOT),16:41:25,16.69,3,0.0,101.32961863496814,0.0,127.99349365610219,0.0,229.3231122910729,16:45:14
374,Self-Order Terminal (SOT),16:44:11,16.74,4,0.0,70.21925115826076,0.0,118.05484471300458,0.0,188.2740958712675,16:47:19
375,Self-Order Terminal (SOT),16:44:35,16.74,3,0.0,103.95939050770524,0.0,89.36985466659743,0.0,193.32924517430365,16:47:48
376,Self-Order Terminal (SOT),16:46:11,16.77,1,0.0,54.898135137271,0.0,61.826550980598995,0.0,116.7246861178719,16:48:08
377,Self-Order Terminal (SOT),16:48:49,16.81,5,0.0,49.84803037696164,0.0,112.75278780124498,0.0,162.600818178209,16:51:32
378,Self-Order Terminal (SOT),16:48:52,16.81,4,0.0,87.56849562133556,0.0,103.01689023917451,0.0,190.58538586051145,16:52:02
379,Self-Order Terminal (SOT),16:51:08,16.85,1,0.0,50.68339818563582,0.0,65.93662270819485,0.0,116.6200208938244,16:53:04
380,Self-Order Terminal (SOT),16:51:37,16.86,3,0.0,116.4302685755348,0.0,75.14885544549797,0.0,191.57912402103102,16:54:48
