origin,horizon_h,timestamp,predicted_actual,actual,residual
2026-08-24 11:00:00,1,2026-08-24 12:00:00,30.13496015839322,,
2026-08-24 11:00:00,2,2026-08-24 13:00:00,30.270399356035895,,
2026-08-24 11:00:00,3,2026-08-24 14:00:00,30.189257855909304,,
2026-08-24 11:00:00,4,2026-08-24 15:00:00,29.85220082086739,,
2026-08-24 11:00:00,5,2026-08-24 16:00:00,29.288960226250264,,
2026-08-24 11:00:00,6,2026-08-24 17:00:00,27.870358585837373,,
2026-08-24 11:00:00,7,2026-08-24 18:00:00,26.97735217087397,,
2026-08-24 11:00:00,8,2026-08-24 19:00:00,25.93681161456934,,
2026-08-24 11:00:00,9,2026-08-24 20:00:00,25.653765432921926,,
2026-08-24 11:00:00,10,2026-08-24 21:00:00,25.12707526996924,,
2026-08-24 11:00:00,11,2026-08-24 22:00:00,24.88694720392444,,
2026-08-24 11:00:00,12,2026-08-24 23:00:00,24.667823923917187,,
2026-08-24 11:00:00,13,2026-08-25 00:00:00,24.44643266480279,,
2026-08-24 11:00:00,14,2026-08-25 01:00:00,24.309373531183116,,
2026-08-24 11:00:00,15,2026-08-25 02:00:00,24.085925518933262,,
2026-08-24 11:00:00,16,2026-08-25 03:00:00,23.94282207725081,,
2026-08-24 11:00:00,17,2026-08-25 04:00:00,23.795039455380426,,
2026-08-24 11:00:00,18,2026-08-25 05:00:00,23.657158147288424,,
2026-08-24 11:00:00,19,2026-08-25 06:00:00,23.524582518544968,,
2026-08-24 11:00:00,20,2026-08-25 07:00:00,23.926681963472106,,
2026-08-24 11:00:00,21,2026-08-25 08:00:00,25.4087159882394,,
2026-08-24 11:00:00,22,2026-08-25 09:00:00,26.884512350223563,,
2026-08-24 11:00:00,23,2026-08-25 10:00:00,27.95939528195709,,
2026-08-24 11:00:00,24,2026-08-25 11:00:00,29.388142574403147,,
2026-08-24 11:00:00,25,2026-08-25 12:00:00,30.074773039104073,,
2026-08-24 11:00:00,26,2026-08-25 13:00:00,30.25814129350817,,
2026-08-24 11:00:00,27,2026-08-25 14:00:00,30.24585351895878,,
2026-08-24 11:00:00,28,2026-08-25 15:00:00,29.77239458719113,,
2026-08-24 11:00:00,29,2026-08-25 16:00:00,29.10101042744507,,
2026-08-24 11:00:00,30,2026-08-25 17:00:00,27.992633321398255,,
2026-08-24 11:00:00,31,2026-08-25 18:00:00,27.23390021107894,,
2026-08-24 11:00:00,32,2026-08-25 19:00:00,26.343710827675967,,
2026-08-24 11:00:00,33,2026-08-25 20:00:00,25.946749562327987,,
2026-08-24 11:00:00,34,2026-08-25 21:00:00,25.371788851769704,,
2026-08-24 11:00:00,35,2026-08-25 22:00:00,25.055352397929443,,
2026-08-24 11:00:00,36,2026-08-25 23:00:00,24.80464772803707,,
2026-08-24 11:00:00,37,2026-08-26 00:00:00,24.559483509643087,,
2026-08-24 11:00:00,38,2026-08-26 01:00:00,24.395979501717946,,
2026-08-24 11:00:00,39,2026-08-26 02:00:00,24.145932196069705,,
2026-08-24 11:00:00,40,2026-08-26 03:00:00,23.941734714258544,,
2026-08-24 11:00:00,41,2026-08-26 04:00:00,23.7796056430688,,
2026-08-24 11:00:00,42,2026-08-26 05:00:00,23.659138832597645,,
2026-08-24 11:00:00,43,2026-08-26 06:00:00,23.505969851802785,,
2026-08-24 11:00:00,44,2026-08-26 07:00:00,23.923978680545233,,
2026-08-24 11:00:00,45,2026-08-26 08:00:00,25.401246455262104,,
2026-08-24 11:00:00,46,2026-08-26 09:00:00,26.986777435494723,,
2026-08-24 11:00:00,47,2026-08-26 10:00:00,28.477351839511336,,
2026-08-24 11:00:00,48,2026-08-26 11:00:00,30.2709673388774,,
2026-08-24 11:00:00,49,2026-08-26 12:00:00,31.263514592475193,,
2026-08-24 11:00:00,50,2026-08-26 13:00:00,31.48497675239181,,
2026-08-24 11:00:00,51,2026-08-26 14:00:00,31.509530492188244,,
2026-08-24 11:00:00,52,2026-08-26 15:00:00,30.775030313186132,,
2026-08-24 11:00:00,53,2026-08-26 16:00:00,29.913425739796565,,
2026-08-24 11:00:00,54,2026-08-26 17:00:00,29.014541219016408,,
2026-08-24 11:00:00,55,2026-08-26 18:00:00,28.08288979180314,,
2026-08-24 11:00:00,56,2026-08-26 19:00:00,26.745337642648973,,
2026-08-24 11:00:00,57,2026-08-26 20:00:00,26.071541961774063,,
2026-08-24 11:00:00,58,2026-08-26 21:00:00,25.46324556907682,,
2026-08-24 11:00:00,59,2026-08-26 22:00:00,25.13106861952655,,
2026-08-24 11:00:00,60,2026-08-26 23:00:00,24.892945050541233,,
2026-08-24 11:00:00,61,2026-08-27 00:00:00,24.414653149074347,,
2026-08-24 11:00:00,62,2026-08-27 01:00:00,24.283066965996433,,
2026-08-24 11:00:00,63,2026-08-27 02:00:00,24.080346381313298,,
2026-08-24 11:00:00,64,2026-08-27 03:00:00,23.903084412091008,,
2026-08-24 11:00:00,65,2026-08-27 04:00:00,23.763112217776644,,
2026-08-24 11:00:00,66,2026-08-27 05:00:00,23.675721526692683,,
2026-08-24 11:00:00,67,2026-08-27 06:00:00,23.535787934644226,,
2026-08-24 11:00:00,68,2026-08-27 07:00:00,23.931695543969777,,
2026-08-24 11:00:00,69,2026-08-27 08:00:00,25.328813843264072,,
2026-08-24 11:00:00,70,2026-08-27 09:00:00,26.932189734048162,,
2026-08-24 11:00:00,71,2026-08-27 10:00:00,28.3934455585855,,
2026-08-24 11:00:00,72,2026-08-27 11:00:00,29.698821924427918,,
2026-08-24 11:00:00,73,2026-08-27 12:00:00,30.358609796374207,,
2026-08-24 11:00:00,74,2026-08-27 13:00:00,30.52635347825418,,
2026-08-24 11:00:00,75,2026-08-27 14:00:00,30.54230841611623,,
2026-08-24 11:00:00,76,2026-08-27 15:00:00,29.899266555142866,,
2026-08-24 11:00:00,77,2026-08-27 16:00:00,29.217899871115844,,
2026-08-24 11:00:00,78,2026-08-27 17:00:00,27.859239768364784,,
2026-08-24 11:00:00,79,2026-08-27 18:00:00,27.050573939917292,,
2026-08-24 11:00:00,80,2026-08-27 19:00:00,26.16742001750629,,
2026-08-24 11:00:00,81,2026-08-27 20:00:00,25.7923063137516,,
2026-08-24 11:00:00,82,2026-08-27 21:00:00,25.262520857146395,,
2026-08-24 11:00:00,83,2026-08-27 22:00:00,24.94575969463734,,
2026-08-24 11:00:00,84,2026-08-27 23:00:00,24.767731014290273,,
2026-08-24 11:00:00,85,2026-08-28 00:00:00,24.381055588893833,,
2026-08-24 11:00:00,86,2026-08-28 01:00:00,24.24399645527416,,
